z,y,x,button
137.203,-821,644,right
137.307,-821,644,right
137.496,-845,957,right
137.594,-849,972,right
137.717,-820,1201,right
137.809,-819,1203,right
137.913,-754,1252,right
138.027,-753,1249,right
139.490,-599,1188,right
139.581,-814,897,right
139.664,-905,798,right
139.775,-990,713,right
139.846,-1013,685,right
139.973,-1050,627,right
140.055,-1057,613,right
140.177,-1086,561,right
140.271,-1092,551,right
140.399,-1096,543,right
141.627,-1033,415,right
141.730,-999,476,right
141.837,-960,512,right
141.935,-958,501,right
142.908,-833,616,right
142.995,-832,617,right
144.918,-604,905,right
145.041,-896,347,right
145.109,-875,367,right
145.222,-930,366,right
145.303,-933,363,right
145.425,-941,351,right
145.501,-934,334,right
145.612,-963,224,right
145.695,-974,157,right
145.821,-974,152,right
145.902,-979,129,right
146.025,-1148,0,right
146.482,-748,512,right
146.569,-735,488,right
146.666,-737,366,right
146.773,-740,327,right
148.770,-540,600,right
148.848,-521,601,right
148.952,-428,633,right
149.065,-434,648,right
149.436,-687,1183,right
149.551,-759,1136,right
149.652,-759,1155,right
149.747,-757,1163,right
149.851,-721,1350,right
149.965,-722,1352,right
151.647,-573,1152,right
151.731,-715,750,right
151.817,-782,333,right
151.943,-739,326,right
152.007,-738,332,right
152.297,-819,189,right
152.388,-805,202,right
152.505,-811,216,right
152.569,-809,225,right
152.691,-809,225,right
152.765,-804,205,right
152.878,-832,159,right
153.464,-821,712,right
153.568,-835,731,right
157.979,-1259,1318,left
158.075,-1259,1318,left
162.626,-374,1279,right
162.758,-374,1279,right
163.765,-1126,1884,left
163.867,-1124,1882,left
167.726,-721,674,right
167.809,-723,667,right
167.914,-748,643,right
168.013,-765,618,right
168.104,-776,609,right
168.200,-785,598,right
168.293,-787,659,right
168.395,-795,652,right
168.469,-797,646,right
168.586,-802,648,right
169.472,-588,1213,right
169.569,-751,768,right
169.652,-811,598,right
169.741,-832,561,right
169.836,-848,598,right
169.918,-849,706,right
170.724,-499,1490,right
170.839,-814,1165,right
170.924,-835,1033,right
171.033,-907,770,right
171.110,-961,574,right
171.226,-1022,466,right
171.311,-1023,439,right
171.417,-1024,434,right
171.507,-1028,431,right
171.632,-1038,426,right
171.727,-1044,410,right
171.845,-1047,342,right
171.927,-1029,289,right
172.046,-1025,282,right
172.147,-1023,281,right
172.260,-1025,268,right
172.349,-1013,236,right
172.471,-1014,156,right
172.571,-1020,0,right
172.622,-1045,0,right
174.292,-703,1322,right
174.379,-797,1294,right
174.487,-866,1289,right
174.589,-988,1160,right
174.678,-1070,1033,right
174.790,-1124,904,right
175.091,-893,681,right
175.192,-900,652,right
175.283,-907,594,right
175.383,-916,587,right
176.342,-1101,870,left
176.429,-1101,870,left
176.703,-832,1016,right
176.814,-859,994,right
176.941,-875,887,right
177.042,-732,862,right
177.137,-609,864,right
177.240,-602,809,right
177.324,-539,876,right
177.430,-520,919,right
177.794,-366,1164,right
177.902,-380,1165,right
177.996,-408,1201,right
178.089,-407,1212,right
179.726,-363,1465,right
179.820,-738,805,right
179.900,-813,622,right
180.015,-820,597,right
180.082,-822,560,right
180.186,-832,538,right
180.281,-832,536,right
180.391,-835,521,right
180.483,-832,510,right
180.593,-848,457,right
180.681,-840,427,right
180.785,-851,394,right
180.876,-852,390,right
180.994,-853,386,right
181.090,-852,364,right
181.220,-860,332,right
181.865,-1193,357,right
181.975,-1189,358,right
182.251,-892,625,right
182.365,-909,670,right
182.455,-915,681,right
182.557,-916,684,right
182.656,-899,770,right
182.765,-907,793,right
182.868,-895,841,right
183.003,-893,845,right
183.126,-841,951,right
183.237,-838,956,right
183.369,-758,1024,right
183.483,-736,1034,right
183.573,-681,1072,right
183.695,-677,1079,right
183.781,-605,1180,right
183.889,-567,1233,right
184.550,-505,1550,right
184.633,-521,1501,right
184.719,-527,1482,right
184.814,-538,1470,right
185.384,-402,1111,right
185.511,-448,1012,right
185.602,-446,1001,right
185.717,-446,999,right
185.869,-472,861,right
185.977,-477,818,right
186.086,-479,799,right
186.196,-477,781,right
186.304,-467,744,right
186.426,-462,735,right
186.897,-376,824,right
186.989,-410,781,right
187.107,-465,784,right
187.207,-560,757,right
187.333,-697,888,right
187.448,-794,862,right
187.542,-839,878,right
187.650,-872,881,right
187.788,-785,1034,right
187.906,-681,1163,right
188.409,-424,1415,right
188.506,-488,1343,right
188.601,-494,1348,right
188.711,-466,1414,right
189.324,-497,1061,right
189.414,-495,1061,right
189.533,-392,1198,right
189.623,-391,1196,right
191.087,-803,562,right
191.196,-900,360,right
191.292,-975,354,right
191.402,-998,327,right
191.496,-1002,324,right
191.595,-1001,324,right
193.481,-439,1181,right
193.585,-667,794,right
193.667,-710,621,right
193.788,-830,267,right
193.865,-850,219,right
193.987,-924,157,right
194.077,-969,116,right
194.164,-977,119,right
195.164,-690,1040,right
195.260,-915,313,right
195.355,-926,249,right
195.467,-990,160,right
195.569,-1206,147,right
195.693,-1279,71,right
195.981,-872,471,right
196.091,-871,491,right
196.202,-937,551,right
196.311,-941,593,right
197.274,-583,561,right
197.346,-632,536,right
197.451,-740,443,right
197.561,-762,446,right
197.714,-752,389,right
197.825,-757,379,right
198.593,-800,647,right
198.709,-851,628,right
198.809,-947,552,right
198.935,-982,516,right
199.306,-956,856,right
199.399,-909,938,right
199.489,-757,1244,right
199.606,-744,1254,right
201.068,-500,1423,right
201.173,-738,1100,right
201.252,-799,889,right
201.346,-837,686,right
201.430,-843,656,right
201.543,-873,597,right
201.619,-873,594,right
201.731,-916,524,right
201.816,-921,500,right
201.943,-930,482,right
202.035,-932,475,right
202.141,-933,461,right
202.254,-894,452,right
202.344,-886,438,right
202.444,-723,342,right
202.557,-734,328,right
202.652,-730,314,right
202.768,-744,276,right
202.865,-745,275,right
202.992,-790,231,right
203.089,-796,230,right
203.201,-855,170,right
203.302,-912,158,right
203.417,-942,144,right
203.510,-943,143,right
203.623,-1004,56,right
204.134,-716,757,right
204.220,-715,757,right
204.334,-680,877,right
204.431,-687,894,right
204.540,-703,983,right
204.649,-708,993,right
205.228,-830,546,right
205.328,-787,532,right
205.450,-681,693,right
205.538,-695,721,right
206.150,-390,1521,right
206.258,-398,1528,right
208.820,-384,1649,right
208.919,-504,1459,right
209.001,-549,1371,right
209.125,-803,856,right
209.189,-810,830,right
209.303,-828,742,right
209.395,-828,732,right
209.521,-828,731,right
209.610,-822,728,right
209.731,-832,729,right
209.823,-835,724,right
209.938,-842,695,right
210.358,-731,550,right
210.464,-981,307,right
210.547,-1003,289,right
210.649,-1023,260,right
210.746,-1033,256,right
210.860,-1038,249,right
210.976,-1034,249,right
211.021,-1034,250,right
212.310,-578,964,right
212.401,-926,343,right
212.488,-983,147,right
212.585,-1119,0,right
212.664,-1111,0,right
212.772,-1140,4,right
212.868,-1044,170,right
212.977,-1044,172,right
213.069,-1003,241,right
213.184,-983,286,right
215.554,-486,989,right
215.659,-645,669,right
215.766,-743,573,right
215.867,-800,546,right
216.248,-919,398,right
216.357,-920,392,right
217.052,-826,710,right
217.140,-833,732,right
217.242,-846,750,right
217.346,-853,766,right
217.449,-840,787,right
217.576,-843,789,right
218.041,-775,765,right
218.126,-751,729,right
218.247,-739,658,right
218.359,-735,640,right
218.480,-705,601,right
218.594,-608,607,right
218.680,-467,726,right
218.788,-457,737,right
218.878,-221,1036,right
218.999,-0,1332,right
220.231,-660,846,right
220.294,-684,777,right
220.387,-690,818,right
220.501,-721,846,right
220.618,-709,1019,right
220.736,-696,1015,right
220.816,-663,1025,right
220.930,-663,1019,right
222.267,-633,1203,right
222.359,-682,1191,right
222.455,-764,1193,right
222.556,-879,1097,right
222.655,-891,1084,right
222.767,-901,1054,right
222.871,-899,1051,right
222.990,-898,1062,right
224.697,-465,1467,right
224.793,-517,1373,right
224.876,-661,859,right
224.971,-735,715,right
225.053,-804,641,right
225.154,-847,622,right
225.231,-863,617,right
225.347,-866,602,right
225.404,-866,602,right
225.538,-975,357,right
225.614,-980,353,right
225.741,-980,357,right
228.144,-1238,1308,left
228.254,-1250,1314,left
235.391,-592,263,left
235.502,-592,263,left
236.402,-368,1308,right
236.503,-368,1307,right
241.234,-477,842,right
241.328,-479,837,right
242.828,-480,936,right
242.910,-479,937,right
243.427,-454,956,right
243.532,-453,956,right
246.869,-485,1035,right
246.962,-486,1037,right
247.773,-484,1174,right
247.873,-485,1179,right
247.987,-527,1215,right
248.100,-569,1169,right
248.196,-634,1130,right
248.301,-648,1110,right
248.403,-649,1110,right
248.496,-648,1111,right
248.642,-547,1230,right
248.775,-512,1261,right
250.085,-1088,777,left
250.168,-1088,777,left
250.832,-660,1193,right
250.932,-665,1157,right
251.012,-654,1067,right
251.103,-653,1028,right
252.106,-554,1004,right
252.178,-557,1009,right
252.295,-632,1144,right
252.388,-712,1165,right
252.826,-857,1377,right
252.919,-856,1378,right
253.019,-866,1401,right
253.113,-892,1405,right
253.203,-914,1424,right
253.319,-919,1418,right
253.428,-920,1418,right
253.509,-920,1418,right
254.518,-687,1059,right
254.599,-639,829,right
254.674,-587,790,right
254.800,-479,678,right
254.875,-371,605,right
255.005,-339,421,right
256.342,-266,686,right
256.429,-308,546,right
256.519,-318,489,right
256.617,-325,379,right
256.860,-280,418,right
256.977,-275,416,right
257.264,-166,416,right
257.355,-177,413,right
258.297,-208,698,right
258.409,-260,553,right
258.497,-226,502,right
258.609,-177,306,right
258.907,-256,293,right
258.993,-291,275,right
259.787,-239,526,right
259.897,-244,525,right
259.995,-336,544,right
260.093,-428,552,right
260.188,-536,577,right
260.290,-604,563,right
260.376,-685,612,right
260.464,-703,616,right
261.353,-576,1109,right
261.448,-769,791,right
261.535,-894,547,right
261.633,-1027,323,right
261.736,-1035,318,right
261.870,-1107,248,right
262.281,-1025,360,right
262.396,-1037,360,right
262.983,-976,561,right
263.080,-984,533,right
263.531,-1002,351,right
263.653,-1010,333,right
263.797,-1034,233,right
263.919,-1042,219,right
264.777,-921,691,right
264.878,-921,694,right
265.130,-969,816,right
265.230,-969,824,right
265.352,-936,899,right
265.462,-934,904,right
265.756,-797,1200,right
265.841,-797,1202,right
265.967,-702,1370,right
266.078,-694,1378,right
266.191,-659,1417,right
266.289,-669,1435,right
266.443,-785,1440,right
266.586,-858,1391,right
266.701,-848,1411,right
266.796,-839,1414,right
266.979,-561,1608,right
267.070,-544,1609,right
267.202,-418,1662,right
267.287,-394,1667,right
269.135,-301,1688,right
269.232,-372,1587,right
269.324,-385,1554,right
269.434,-559,1284,right
269.520,-612,1247,right
269.640,-710,1193,right
269.743,-797,1203,right
269.843,-829,1182,right
269.946,-829,1176,right
270.048,-814,1143,right
270.158,-795,1053,right
270.261,-790,982,right
270.355,-791,971,right
270.456,-804,951,right
270.547,-815,877,right
270.655,-821,831,right
271.716,-517,1190,right
271.821,-647,943,right
271.910,-666,752,right
272.002,-802,472,right
272.091,-828,422,right
272.209,-860,398,right
