time,actions
0,60
1,105
2,54
3,62
4,66
5,117
6,139
7,64
8,116
9,214
10,127
11,111
12,200
13,364
14,208
15,153
16,212
17,160
18,135
19,151
20,94
21,279
22,206
23,106
24,179
25,124
26,242
27,245
28,76
