time,actions
0,302
1,424
2,194
3,282
4,269
5,185
6,351
7,227
8,272
9,113
10,198
11,270
12,342
13,186
14,361
15,293
16,96
17,288
18,192
19,287
20,175
21,98
22,131
23,221
24,275
25,236
