z,y,x,button
0.468,-742,1102,right
0.576,-613,1093,right
0.683,-514,1183,right
0.791,-507,1188,right
0.898,-342,1158,right
1.025,-362,1141,right
1.146,-363,1147,right
1.269,-368,1155,right
1.372,-384,1168,right
1.483,-420,1151,right
1.597,-414,1175,right
1.715,-433,1153,right
1.814,-481,1164,right
1.902,-486,1159,right
2.325,-495,1120,right
2.420,-501,1095,right
2.530,-503,1094,right
2.630,-504,1090,right
3.018,-454,1103,right
3.106,-451,1103,right
4.002,-1093,782,left
4.096,-1092,782,left
4.738,-527,1086,right
4.809,-527,1084,right
4.934,-519,1069,right
5.041,-519,1071,right
5.229,-535,1094,right
5.350,-540,1094,right
5.453,-540,1094,right
5.572,-542,1086,right
5.668,-542,1086,right
5.792,-542,1086,right
5.891,-542,1086,right
6.004,-542,1085,right
6.508,-444,1022,right
6.632,-444,1022,right
7.540,-544,1070,right
7.639,-545,1070,right
8.585,-394,1096,right
8.628,-394,1096,right
9.110,-381,1246,right
9.199,-381,1254,right
9.732,-337,1491,right
9.831,-353,1534,right
9.926,-447,1473,right
10.021,-515,1442,right
10.129,-528,1475,right
10.225,-532,1487,right
10.325,-541,1571,right
10.431,-572,1584,right
10.517,-573,1584,right
10.604,-583,1582,right
10.703,-582,1600,right
10.795,-584,1598,right
10.896,-583,1607,right
10.986,-583,1607,right
11.090,-563,1616,right
11.199,-563,1620,right
14.110,-1237,1390,left
14.181,-1237,1390,left
20.309,-278,1153,right
20.419,-278,1153,right
23.431,-619,214,left
23.507,-619,214,left
24.374,-380,1309,right
24.518,-373,1314,right
25.563,-1128,1892,left
25.651,-1128,1891,left
27.597,-1047,1809,left
27.723,-1047,1809,left
37.107,-1132,1878,left
37.208,-1132,1878,left
41.729,-1195,2010,left
41.833,-1199,2010,left
46.674,-577,1086,right
46.855,-554,1067,right
46.908,-529,1061,right
47.001,-540,1076,right
47.071,-537,1077,right
47.182,-538,1085,right
47.275,-551,1119,right
47.394,-550,1113,right
47.465,-550,1113,right
47.575,-550,1111,right
47.655,-552,1109,right
47.765,-560,1108,right
47.854,-559,1107,right
47.965,-559,1107,right
48.050,-553,1110,right
48.153,-553,1111,right
48.239,-553,1111,right
48.342,-553,1111,right
48.434,-553,1110,right
48.551,-553,1109,right
48.638,-554,1109,right
48.745,-554,1109,right
48.826,-554,1109,right
48.937,-554,1108,right
49.033,-554,1108,right
49.149,-554,1108,right
49.238,-554,1108,right
49.345,-554,1108,right
49.438,-554,1108,right
