z,y,x,button
2.033,-1079,870,left
2.120,-1079,871,left
4.156,-1250,1288,left
4.246,-1250,1289,left
6.025,-214,216,right
6.127,-214,209,right
6.786,-234,261,right
6.868,-233,260,right
7.002,-233,260,right
7.102,-233,260,right
7.214,-233,260,right
7.315,-230,254,right
7.875,-243,352,right
7.988,-241,342,right
9.510,-1208,1927,right
9.617,-1200,1913,right
10.227,-1217,1908,right
10.322,-1216,1904,right
10.447,-1216,1903,right
10.583,-1216,1903,right
10.690,-1216,1903,right
10.816,-1216,1903,right
23.613,-256,1907,right
23.716,-263,1886,right
23.820,-325,1858,right
23.905,-339,1908,right
23.998,-339,1903,right
24.106,-339,1902,right
25.964,-441,1697,right
26.067,-440,1697,right
26.178,-413,1596,right
26.254,-414,1596,right
28.312,-1149,1326,left
28.945,-1154,1356,left
30.309,-898,1216,right
30.417,-986,1035,right
30.517,-974,1035,right
30.613,-974,1034,right
30.725,-982,1006,right
30.814,-982,999,right
33.334,-880,709,right
33.418,-878,709,right
33.527,-940,766,right
33.610,-915,785,right
33.737,-916,786,right
33.854,-915,785,right
35.803,-467,921,right
35.888,-466,917,right
35.978,-467,917,right
36.068,-471,911,right
36.143,-471,911,right
36.272,-471,911,right
38.751,-518,951,right
38.840,-517,948,right
39.641,-511,947,right
39.689,-511,947,right
55.792,-1138,1907,left
55.884,-1138,1907,left
62.793,-170,1168,left
62.866,-640,1024,left
85.828,-595,298,right
85.918,-584,371,right
86.004,-593,399,right
86.067,-594,405,right
86.173,-620,450,right
86.279,-537,536,right
86.358,-340,636,right
86.457,-341,666,right
86.556,-382,1414,right
86.658,-398,1711,right
86.734,-400,1721,right
86.832,-442,1733,right
86.922,-504,1752,right
87.012,-511,1812,right
87.096,-517,1827,right
87.196,-510,1818,right
87.428,-448,1793,left
87.550,-640,1024,left
88.930,-339,1299,left
90.632,-640,1024,left
91.081,-575,1434,right
91.183,-580,1439,right
91.285,-585,1442,right
91.388,-585,1441,right
91.527,-589,1476,right
91.627,-556,1520,right
91.729,-535,1652,right
91.850,-540,1657,right
91.959,-560,1642,right
92.082,-604,1540,right
92.171,-610,1435,right
92.274,-648,1310,right
92.377,-653,1277,right
92.470,-655,1253,right
92.565,-651,1239,right
92.663,-649,1201,right
92.749,-645,1163,right
92.853,-654,1139,right
94.152,-657,1256,right
94.250,-651,1276,right
94.345,-665,1321,right
94.444,-665,1315,right
94.536,-661,1312,right
94.641,-654,1285,right
98.080,-510,1369,right
98.162,-509,1359,right
98.268,-510,1361,right
98.366,-510,1354,right
98.449,-510,1353,right
98.548,-509,1351,right
98.641,-509,1351,right
98.735,-507,1348,right
98.821,-503,1347,right
98.916,-501,1346,right
99.008,-500,1348,right
99.111,-500,1347,right
99.210,-499,1355,right
99.324,-497,1351,right
99.424,-499,1351,right
99.550,-498,1351,right
109.324,-667,940,right
109.435,-667,940,right
117.644,-184,662,right
117.733,-183,663,right
117.832,-185,662,right
117.945,-186,659,right
118.462,-533,804,right
118.569,-532,809,right
119.485,-1083,777,left
119.552,-1083,777,left
120.756,-776,923,right
120.866,-786,910,right
120.964,-787,913,right
121.054,-786,913,right
121.742,-393,1160,right
121.839,-392,1160,right
121.939,-393,1160,right
122.030,-393,1160,right
122.110,-393,1160,right
122.207,-393,1160,right
123.067,-593,1193,right
123.177,-593,1196,right
147.832,-783,1240,right
147.953,-783,1240,right
153.079,-592,986,right
153.184,-591,986,right
156.222,-322,751,right
156.333,-300,775,right
156.770,-811,1188,right
156.852,-832,1185,right
157.013,-795,1122,right
157.117,-777,1112,right
158.969,-304,696,right
159.065,-304,698,right
159.156,-305,697,right
159.270,-306,698,right
160.946,-828,576,right
161.045,-826,576,right
161.143,-823,569,right
161.248,-824,575,right
163.000,-640,557,right
163.077,-639,557,right
163.214,-639,557,right
163.319,-639,557,right
165.291,-546,548,right
165.388,-546,550,right
166.430,-644,697,right
166.521,-644,700,right
169.710,-642,595,right
169.824,-642,596,right
173.939,-546,552,right
174.056,-546,556,right
174.521,-547,556,right
174.638,-547,556,right
188.800,-533,306,right
188.912,-533,306,right
188.969,-533,306,right
189.064,-543,291,right
189.148,-546,257,right
189.239,-561,194,right
189.657,-253,686,right
189.774,-277,701,right
190.654,-1087,948,left
190.739,-1087,948,left
192.157,-770,304,right
192.321,-769,292,right
192.396,-769,292,right
192.501,-771,291,right
192.609,-800,159,right
192.717,-803,151,right
192.811,-803,152,right
192.913,-832,189,right
199.742,-868,991,right
199.862,-868,989,right
199.956,-868,988,right
200.071,-867,971,right
213.202,-806,1156,right
213.358,-806,1156,right
216.070,-845,810,right
216.174,-846,809,right
216.888,-824,1115,right
216.993,-823,1114,right
218.744,-833,817,right
218.845,-833,815,right
221.525,-244,701,right
221.601,-242,701,right
221.702,-243,701,right
221.813,-243,699,right
222.550,-521,938,right
222.645,-515,938,right
222.962,-423,979,right
223.095,-423,979,right
223.202,-423,979,right
223.319,-423,978,right
225.780,-666,872,right
225.871,-666,872,right
226.689,-621,1155,right
226.797,-614,1151,right
226.908,-615,1151,right
227.014,-614,1152,right
227.128,-614,1153,right
227.230,-614,1153,right
227.321,-614,1153,right
227.426,-613,1153,right
227.522,-613,1153,right
227.646,-613,1153,right
227.774,-608,1161,right
227.829,-608,1161,right
243.218,-642,935,right
243.309,-642,935,right
244.030,-567,1172,right
244.120,-567,1173,right
244.666,-567,1173,right
244.776,-567,1173,right
245.705,-630,972,right
245.848,-628,972,right
248.384,-442,1033,right
248.471,-442,1033,right
251.088,-1031,1806,left
251.168,-1031,1805,left
251.820,-401,526,left
251.909,-640,1024,left
253.490,-356,202,right
253.594,-387,210,right
253.673,-357,188,right
253.769,-403,143,right
255.204,-1090,857,left
255.299,-1090,857,left
255.878,-456,641,right
255.973,-455,641,right
256.057,-455,641,right
256.159,-456,641,right
256.242,-461,649,right
256.344,-481,654,right
256.433,-482,654,right
256.552,-485,654,right
256.879,-485,654,right
257.038,-485,654,right
274.075,-1248,1325,left
274.139,-1248,1326,left
282.144,-335,211,right
282.279,-335,211,right
284.514,-1244,1382,left
284.587,-1245,1382,left
285.437,-205,264,right
285.546,-205,264,right
285.662,-205,264,right
285.738,-205,264,right
286.792,-1253,1946,right
286.922,-1235,1920,right
287.217,-1212,1891,right
287.329,-1211,1891,right
287.699,-1212,1908,right
287.831,-1212,1907,right
289.534,-1135,1869,left
289.621,-1135,1869,left
291.412,-1251,1396,left
291.469,-1251,1396,left
293.825,-56,1414,left
293.917,-56,1414,left
298.494,-1237,1978,left
298.608,-1238,1980,left
308.890,-486,494,right
308.971,-486,495,right
309.063,-486,497,right
309.170,-486,501,right
309.258,-486,506,right
309.373,-489,515,right
309.464,-492,527,right
309.594,-493,530,right
309.669,-494,530,right
309.775,-499,527,right
309.870,-499,527,right
309.984,-499,527,right
310.071,-499,527,right
310.180,-499,527,right
310.299,-497,521,right
310.434,-496,521,right
310.536,-496,521,right
310.842,-496,521,right
312.709,-513,578,right
312.817,-512,578,right
322.042,-462,452,right
322.186,-462,452,right
326.128,-535,1764,right
326.186,-534,1764,right
326.305,-512,1820,right
326.388,-518,1831,right
326.486,-493,1873,right
326.584,-457,1900,right
327.319,-459,1562,right
327.415,-460,1562,right
332.823,-584,382,right
332.944,-577,348,right
334.346,-134,431,right
334.471,-133,431,right
334.811,-0,0,right
334.913,-21,0,right
335.303,-581,112,right
335.427,-719,0,right
335.497,-795,7,right
335.603,-847,36,right
335.778,-899,595,right
335.886,-884,509,right
335.984,-880,459,right
336.064,-879,460,right
341.244,-786,969,right
341.326,-789,970,right
341.424,-783,1051,right
341.504,-772,1038,right
341.599,-693,1051,right
341.706,-693,1022,right
341.776,-661,1001,right
341.877,-698,996,right
341.961,-686,989,right
342.066,-696,990,right
342.143,-694,1003,right
342.244,-698,1010,right
342.335,-698,1011,right
342.434,-698,1011,right
342.524,-693,1025,right
342.638,-733,1000,right
