time,actions
0,55
1,16
2,12
3,4
4,44
5,21
6,69
7,20
8,51
9,26
10,28
11,64
12,44
13,78
14,59
15,52
16,7
17,37
18,53
19,69
20,113
21,27
22,7
23,10
24,39
25,14
26,9
27,60
28,80
29,39
30,86
31,1
32,21
33,21
34,28
35,53
36,104
37,62
38,58
39,26
40,49
41,64
42,16
43,12
44,11
45,79
46,81
47,22
48,48
49,36
50,131
51,61
52,44
53,61
54,105
55,65
56,21
57,21
58,35
59,16
60,32
62,9
63,9
