z,y,x,button
1.726,-503,681,left
1.812,-502,681,left
3.853,-560,1121,left
4.648,-544,1244,left
4.862,-564,1250,left
5.458,-563,1265,left
6.271,-495,945,left
6.747,-500,1014,left
6.937,-501,1021,left
7.008,-501,1022,left
7.315,-509,1114,left
7.409,-507,1118,left
7.821,-492,1178,left
7.916,-492,1178,left
10.550,-497,1176,left
11.340,-502,1260,left
11.788,-557,1248,left
12.349,-553,1270,left
13.169,-370,1393,left
13.271,-369,1393,left
16.456,-1073,1897,right
16.587,-1074,1907,right
16.875,-1086,1908,right
16.987,-1088,1907,right
19.509,-1012,1772,right
19.607,-1011,1772,right
23.782,-633,529,right
23.879,-632,529,right
23.967,-633,529,right
24.087,-633,529,right
24.890,-477,594,right
24.991,-476,594,right
25.067,-477,594,right
25.157,-477,593,right
28.336,-715,934,right
28.446,-714,933,right
30.776,-992,685,left
36.632,-990,685,left
36.885,-989,685,left
37.464,-1059,698,left
37.815,-651,985,right
37.911,-652,985,right
37.997,-660,974,right
38.091,-656,970,right
38.176,-657,967,right
38.310,-657,968,right
39.301,-489,848,right
39.367,-473,855,right
39.475,-424,861,right
39.578,-392,851,right
39.668,-384,845,right
39.785,-380,842,right
39.885,-363,815,right
40.001,-361,813,right
40.088,-361,812,right
40.188,-362,801,right
40.721,-255,888,right
40.819,-263,884,right
40.934,-300,788,right
41.045,-302,737,right
41.137,-323,687,right
41.259,-332,686,right
41.897,-428,744,right
42.002,-427,747,right
42.207,-470,909,right
42.337,-480,918,right
42.445,-485,917,right
42.563,-485,918,right
42.896,-481,966,right
42.996,-484,972,right
49.278,-744,926,left
50.338,-756,1290,left
51.229,-746,1252,left
52.532,-755,949,left
57.129,-486,937,left
57.641,-490,1003,left
57.882,-499,1036,left
57.989,-500,1038,left
58.498,-497,1097,left
58.595,-497,1097,left
58.944,-496,1113,left
59.024,-496,1113,left
59.767,-914,1178,left
59.850,-912,1178,left
65.763,-1063,1826,left
65.882,-1062,1826,left
69.933,-477,1078,right
70.038,-476,1078,right
70.131,-476,1080,right
70.241,-476,1080,right
73.819,-442,668,right
73.907,-442,667,right
76.082,-300,641,right
76.181,-300,639,right
76.957,-225,676,right
77.031,-224,676,right
77.158,-210,676,right
77.266,-209,676,right
77.665,-234,575,right
77.755,-246,565,right
77.865,-464,588,right
77.962,-492,589,right
78.036,-512,588,right
78.144,-520,582,right
92.574,-292,1001,right
92.669,-282,1004,right
92.758,-282,983,right
92.867,-167,814,right
93.974,-368,887,right
94.054,-380,898,right
94.151,-385,917,right
94.244,-381,922,right
94.903,-354,1038,right
95.011,-370,1022,right
95.124,-383,1012,right
95.220,-398,981,right
95.337,-401,913,right
95.445,-381,797,right
95.545,-371,776,right
95.660,-364,609,right
95.735,-377,442,right
95.868,-363,396,right
96.479,-315,357,right
96.603,-301,345,right
98.089,-223,1102,right
98.193,-244,1120,right
99.914,-597,995,right
100.033,-568,1140,right
101.020,-913,610,right
101.093,-913,609,right
101.201,-901,581,right
101.297,-901,581,right
102.232,-821,619,right
102.324,-816,620,right
103.370,-806,1105,right
103.459,-811,1065,right
104.154,-931,112,right
104.270,-1175,0,right
104.786,-800,1053,right
104.890,-811,1002,right
105.790,-504,1165,right
105.892,-507,1161,right
108.668,-743,903,left
108.767,-743,903,left
109.446,-900,1170,left
109.546,-900,1170,left
110.204,-915,896,right
110.346,-913,914,right
110.407,-906,917,right
110.497,-896,921,right
111.418,-674,1142,right
111.515,-686,1159,right
111.602,-758,1293,right
111.725,-959,1356,right
112.026,-145,1410,right
112.119,-151,1416,right
112.402,-303,1116,right
112.497,-297,1117,right
112.916,-754,928,right
113.003,-754,928,right
113.126,-764,954,right
113.254,-764,955,right
113.422,-560,1355,right
