time,actions
0,81
1,221
2,356
3,260
4,336
5,273
6,168
7,223
8,302
9,300
10,166
11,256
12,341
13,215
14,197
15,134
16,186
17,104
18,106
19,94
20,127
21,136
22,231
23,58
