z,y,x,button
167.389,-749,975,right
167.495,-749,974,right
168.077,-947,1399,right
168.172,-900,1381,right
168.309,-876,1366,right
168.429,-861,1357,right
171.890,-725,1249,right
171.985,-725,1248,right
172.966,-621,981,right
173.065,-648,922,right
173.416,-733,957,right
173.520,-739,975,right
180.796,-665,1012,right
180.896,-665,1012,right
181.383,-661,1014,right
181.512,-660,1014,right
182.440,-607,919,right
182.574,-607,919,right
183.578,-381,717,right
183.686,-378,717,right
184.817,-231,948,right
184.943,-232,955,right
186.833,-200,1337,right
186.936,-200,1340,right
188.047,-337,1256,right
188.143,-337,1255,right
189.817,-384,815,right
189.945,-408,790,right
190.343,-311,854,right
190.453,-311,854,right
220.608,-253,1572,right
220.716,-252,1572,right
222.085,-549,1438,right
222.202,-549,1438,right
231.561,-466,1290,left
232.485,-640,1024,left
241.772,-684,1173,right
241.868,-687,1188,right
241.966,-683,1199,right
242.052,-681,1197,right
242.143,-682,1193,right
242.243,-684,1186,right
242.335,-684,1186,right
242.415,-684,1186,right
242.517,-685,1187,right
242.628,-684,1189,right
246.206,-1146,1314,left
246.769,-1154,1359,left
252.200,-682,813,right
252.284,-693,689,right
252.387,-653,535,right
252.476,-634,449,right
252.566,-556,302,right
252.658,-541,179,right
253.759,-1094,769,left
253.845,-1094,771,left
254.373,-280,89,right
254.467,-280,89,right
254.591,-281,116,right
254.700,-280,117,right
255.866,-482,589,right
255.971,-481,589,right
279.959,-714,694,right
280.070,-713,694,right
283.840,-481,755,right
283.966,-481,755,right
288.747,-329,1067,right
288.821,-326,1094,right
288.924,-241,1109,right
289.027,-198,1089,right
289.112,-58,1045,right
289.231,-0,1089,right
289.776,-303,767,right
289.870,-304,767,right
289.963,-304,767,right
290.064,-304,766,right
294.050,-678,1020,right
294.151,-678,1020,right
296.950,-1115,1884,left
297.064,-1114,1884,left
310.608,-747,912,right
310.713,-746,913,right
316.366,-779,924,right
316.461,-781,928,right
317.362,-1093,937,left
317.425,-1093,937,left
321.381,-943,750,right
321.463,-942,754,right
321.547,-943,752,right
321.627,-943,754,right
322.128,-874,357,right
322.227,-876,356,right
323.175,-847,1114,right
323.282,-896,1051,right
323.383,-870,1078,right
323.451,-871,1063,right
324.948,-740,855,left
325.602,-640,1024,left
326.898,-1010,1344,right
327.019,-1010,1338,right
327.099,-974,1336,right
327.187,-974,1330,right
327.286,-941,1301,right
327.364,-945,1291,right
327.446,-947,1304,right
327.582,-958,1307,right
331.715,-683,822,right
331.821,-682,818,right
332.274,-943,898,right
332.375,-949,916,right
332.473,-1005,1122,right
332.547,-1005,1133,right
332.668,-1008,1144,right
332.758,-1005,1148,right
332.840,-1005,1147,right
332.975,-1005,1146,right
334.306,-792,892,right
334.420,-792,892,right
335.190,-754,895,right
335.299,-754,896,right
335.721,-722,849,right
335.865,-688,795,right
335.999,-643,755,right
336.055,-643,755,right
336.156,-625,739,right
336.251,-625,738,right
337.171,-598,546,right
337.260,-613,554,right
337.373,-639,558,right
337.483,-632,556,right
337.898,-511,521,right
337.980,-516,514,right
338.084,-526,518,right
338.182,-524,529,right
338.514,-326,696,right
338.630,-327,691,right
338.712,-320,700,right
338.812,-353,664,right
338.900,-351,647,right
339.010,-359,640,right
339.115,-359,639,right
339.199,-359,639,right
339.293,-334,702,right
339.414,-332,697,right
339.531,-310,700,right
339.633,-308,700,right
339.737,-320,618,right
339.838,-321,614,right
339.914,-319,614,right
340.033,-338,553,right
340.090,-339,553,right
340.225,-357,538,right
340.302,-376,526,right
340.389,-376,526,right
341.325,-574,541,right
341.433,-577,538,right
342.027,-195,1073,right
342.108,-200,1093,right
342.202,-161,1146,right
342.299,-171,1158,right
342.377,-166,1169,right
342.506,-168,1163,right
343.014,-355,807,right
343.106,-354,807,right
343.262,-331,912,right
343.333,-329,912,right
343.814,-298,1204,right
343.914,-274,1250,right
343.995,-236,1346,right
344.099,-191,1400,right
344.690,-179,1350,right
344.795,-179,1350,right
345.624,-335,1471,right
345.735,-344,1480,right
345.867,-433,1531,right
345.969,-433,1544,right
346.054,-433,1542,right
346.125,-433,1542,right
353.225,-804,1371,right
353.327,-803,1376,right
353.425,-803,1376,right
353.542,-803,1373,right
353.617,-803,1373,right
353.735,-803,1374,right
353.838,-803,1374,right
353.943,-802,1371,right
355.403,-710,1245,right
355.526,-709,1243,right
356.367,-763,1427,right
356.479,-758,1418,right
357.054,-662,1261,right
357.168,-659,1259,right
359.178,-851,1197,right
359.274,-851,1198,right
361.043,-894,1305,right
361.133,-894,1305,right
363.676,-606,1156,right
363.768,-604,1155,right
363.913,-605,1155,right
364.037,-603,1152,right
364.537,-688,1054,right
364.635,-689,1050,right
364.753,-689,1051,right
364.870,-689,1050,right
365.415,-589,1129,right
365.521,-589,1131,right
365.820,-589,1131,right
365.924,-589,1130,right
372.381,-104,1014,right
372.442,-104,1014,right
372.544,-104,1015,right
372.619,-102,1014,right
374.267,-806,1376,right
374.370,-806,1376,right
374.991,-732,1401,right
375.094,-732,1401,right
375.384,-348,1346,right
375.486,-340,1343,right
375.588,-295,1290,right
375.670,-292,1246,right
377.435,-215,952,right
377.547,-215,941,right
379.045,-992,888,right
379.140,-1009,879,right
379.227,-1008,879,right
379.337,-1007,879,right
379.457,-975,864,right
379.582,-967,857,right
379.691,-965,846,right
379.794,-967,834,right
380.228,-950,805,right
380.314,-944,801,right
380.410,-891,777,right
380.494,-898,758,right
381.365,-630,739,right
381.473,-624,737,right
382.372,-606,609,right
382.449,-606,609,right
382.556,-604,621,right
382.691,-600,590,right
383.627,-594,582,right
383.749,-593,582,right
391.881,-559,592,right
391.982,-559,591,right
392.902,-548,782,right
393.055,-552,775,right
394.518,-1089,954,left
394.598,-1088,954,left
397.271,-832,1348,right
397.352,-825,1349,right
397.458,-820,1350,right
397.562,-820,1350,right
397.964,-888,1342,right
398.067,-893,1344,right
399.173,-641,1219,right
399.287,-639,1217,right
399.406,-648,1224,right
399.514,-650,1228,right
400.312,-717,1353,right
400.426,-718,1355,right
402.384,-764,1163,right
402.496,-763,1162,right
402.858,-764,1162,right
402.972,-763,1158,right
411.908,-751,1164,right
412.018,-758,1160,right
413.540,-759,1164,right
413.639,-759,1164,right
419.073,-792,1058,right
419.155,-788,1068,right
422.344,-308,1033,right
422.446,-305,1031,right
424.580,-717,621,right
424.664,-717,624,right
424.757,-731,601,right
424.839,-744,535,right
424.927,-749,500,right
425.016,-778,423,right
428.627,-653,1745,right
428.678,-698,1746,right
428.790,-784,1767,right
428.889,-771,1769,right
428.981,-769,1762,right
429.077,-766,1763,right
429.183,-766,1763,right
429.318,-766,1763,right
430.680,-755,1282,right
430.774,-752,1295,right
434.592,-796,1628,right
434.699,-796,1628,right
435.446,-800,1332,right
435.545,-800,1332,right
436.495,-457,1684,right
436.612,-527,1660,right
436.704,-560,1664,right
436.815,-564,1666,right
436.902,-604,1638,right
437.027,-607,1636,right
437.511,-636,1560,right
437.614,-638,1552,right
437.833,-593,1414,right
437.944,-593,1416,right
445.412,-526,1132,right
445.497,-525,1131,right
445.586,-537,1117,right
445.678,-532,1119,right
445.756,-529,1102,right
445.860,-519,1054,right
445.933,-496,1003,right
446.021,-494,1004,right
446.107,-490,987,right
446.204,-476,963,right
446.287,-467,933,right
446.367,-462,928,right
446.458,-454,927,right
446.547,-455,904,right
446.637,-464,878,right
446.737,-466,876,right
446.826,-468,860,right
446.913,-475,841,right
447.016,-470,844,right
447.108,-471,838,right
447.207,-471,838,right
447.305,-474,829,right
447.408,-480,868,right
447.539,-491,888,right
447.626,-494,889,right
447.729,-512,882,right
447.825,-522,885,right
447.941,-522,886,right
448.021,-530,889,right
448.131,-530,892,right
448.228,-531,896,right
448.340,-532,894,right
448.415,-534,890,right
448.527,-549,866,right
448.616,-573,865,right
448.716,-590,842,right
448.806,-609,835,right
448.914,-679,705,right
448.992,-667,704,right
449.096,-680,683,right
449.172,-680,678,right
449.272,-688,673,right
449.357,-690,668,right
449.453,-720,625,right
449.543,-717,609,right
449.641,-733,570,right
450.463,-747,691,right
450.571,-780,607,right
450.650,-765,604,right
450.778,-777,499,right
450.806,-766,486,right
450.919,-775,426,right
450.989,-774,417,right
451.129,-777,425,right
451.197,-807,432,right
451.332,-831,445,right
452.824,-26,1010,right
452.911,-106,981,right
452.995,-146,1039,right
453.075,-167,1033,right
453.164,-176,1191,right
453.261,-194,1221,right
453.350,-245,1239,right
453.453,-264,1260,right
453.842,-605,1623,right
453.974,-648,1663,right
454.056,-617,1692,right
454.171,-637,1695,right
454.268,-634,1700,right
454.365,-624,1710,right
455.181,-304,1425,right
455.271,-308,1430,right
455.376,-370,1506,right
455.479,-402,1612,right
455.561,-405,1635,right
455.668,-405,1638,right
459.066,-754,1450,right
459.167,-855,1383,right
459.257,-905,1252,right
459.315,-889,1256,right
459.421,-915,1307,right
459.520,-914,1309,right
459.592,-926,1309,right
459.703,-947,1310,right
459.785,-1004,1297,right
459.903,-1031,1275,right
459.996,-1032,1274,right
460.092,-1031,1274,right
460.183,-1031,1284,right
460.298,-1033,1285,right
460.404,-1033,1289,right
460.491,-1032,1289,right
460.593,-1032,1290,right
460.687,-1031,1290,right
460.781,-1031,1291,right
460.907,-1033,1295,right
462.477,-714,1593,right
462.592,-737,1541,right
462.655,-751,1530,right
462.751,-751,1530,right
462.834,-778,1539,right
462.928,-778,1540,right
464.229,-723,1323,right
464.335,-723,1320,right
464.437,-725,1320,right
464.515,-729,1321,right
464.954,-611,1067,right
465.058,-641,1064,right
465.144,-647,1063,right
465.244,-648,1060,right
465.334,-649,1053,right
465.418,-657,1020,right
465.513,-656,1018,right
465.632,-653,1016,right
465.748,-630,1021,right
465.861,-621,1023,right
478.544,-1109,886,left
478.635,-1108,885,left
484.703,-1246,1357,left
484.819,-1244,1357,left
486.101,-342,223,right
486.202,-341,223,right
486.881,-340,336,right
486.970,-340,336,right
488.280,-1091,1965,right
488.398,-1091,1966,right
488.784,-1087,1960,right
488.856,-1087,1960,right
489.655,-1095,1957,right
489.800,-1095,1957,right
492.922,-1257,1335,left
493.019,-1257,1335,left
497.901,-1259,1321,left
497.992,-1259,1321,left
498.962,-361,286,left
499.057,-361,286,left
509.009,-613,1169,right
509.097,-612,1174,right
509.187,-623,1182,right
509.316,-622,1188,right
511.963,-622,1187,right
512.078,-622,1187,right
514.996,-780,1232,right
515.120,-780,1231,right
516.058,-780,1231,right
516.149,-780,1231,right
518.986,-638,1009,right
519.113,-637,1010,right
519.923,-637,1010,right
520.049,-637,1010,right
521.923,-858,1475,right
522.031,-855,1472,right
522.108,-857,1489,right
522.199,-858,1494,right
522.901,-820,1436,right
522.994,-819,1436,right
523.094,-820,1437,right
523.181,-820,1437,right
527.581,-531,1345,right
527.666,-530,1345,right
527.756,-531,1345,right
527.861,-530,1345,right
537.024,-479,1357,right
537.143,-479,1356,right
542.109,-836,738,right
542.237,-879,596,right
542.289,-914,563,right
542.397,-928,536,right
542.995,-1279,0,right
543.084,-1279,1,right
544.715,-673,1435,right
544.823,-673,1435,right
548.252,-322,770,right
548.346,-322,770,right
548.477,-323,770,right
548.573,-322,770,right
548.671,-330,767,right
548.768,-337,751,right
548.868,-344,749,right
548.978,-343,749,right
549.069,-332,745,right
549.188,-331,745,right
549.274,-326,742,right
549.405,-326,741,right
549.509,-322,739,right
549.649,-322,738,right
549.749,-312,722,right
549.927,-311,721,right
560.743,-512,1445,right
560.833,-505,1445,right
560.931,-519,1434,right
561.047,-518,1433,right
561.136,-523,1424,right
561.234,-525,1408,right
563.240,-691,1363,right
563.329,-690,1363,right
563.663,-500,1541,right
563.776,-500,1543,right
567.925,-404,1356,right
567.980,-404,1355,right
568.411,-318,1501,right
568.531,-311,1507,right
569.181,-499,1624,right
569.276,-530,1624,right
569.381,-892,1778,right
569.473,-871,1781,right
569.563,-874,1764,right
569.660,-874,1764,right
570.247,-747,1420,right
570.348,-746,1422,right
570.441,-746,1435,right
570.547,-746,1437,right
571.447,-1256,1375,left
571.526,-1255,1375,left
573.655,-145,1255,right
573.754,-129,1259,right
573.859,-0,1239,right
574.018,-0,1196,right
575.473,-160,1372,right
575.568,-176,1368,right
575.665,-197,1331,right
575.774,-208,1326,right
575.860,-205,1325,right
575.962,-203,1324,right
576.047,-196,1322,right
576.148,-194,1322,right
576.527,-133,1348,right
576.624,-132,1348,right
579.137,-658,1402,right
579.231,-662,1401,right
579.327,-667,1388,right
579.418,-669,1384,right
579.496,-677,1325,right
579.590,-677,1325,right
579.662,-675,1326,right
579.758,-674,1326,right
580.941,-416,1551,right
581.082,-415,1550,right
581.170,-417,1550,right
581.274,-417,1550,right
582.658,-416,1450,right
582.754,-404,1458,right
